// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).
5,19650,99
5,19663,99
5,19695,99
5,19709,99
5,19718,99
5,19777,99
5,19804,99
5,19876,99
5,19922,99
5,19934,99
5,19977,99
5,19978,99
5,19979,99
5,19980,99
5,19988,99
5,19989,99
5,19991,99
5,19997,99
5,19998,99
5,20008,99
5,20014,99
5,20032,99
5,20033,99
5,20036,99
5,20047,99
5,20048,99
5,20075,99
5,19716,150
5,18743,290//小青的幽魂
5,18744,320//超級明星的裝飾
5,18742,320//月亮與星星的裝飾
5,20746,320//服裝-熾天使之翼
5,20727,320//黃金翅膀
5,19538,490//滿月
6,607,20
6,608,5
6,604,10
6,12103,500
7,9088,999
7,9096,999
7,9116,999
7,9117,999
7,9111,9999
7,9112,9999
7,9115,9999
7,9121,9999
7,9122,9999
7,9126,9999
7,9137,9999


